id,order_id,product_id,quantity,unit_price,line_total
item_209,order_84,prod_12,1,9049.72,9049.72
item_210,order_84,prod_4,5,23424.49,117122.45
item_211,order_84,prod_8,5,2948.54,14742.7
item_212,order_85,prod_21,4,13458.05,53832.2
item_213,order_86,prod_2,3,11701.0,35103.0
item_214,order_86,prod_21,4,13458.05,53832.2
item_215,order_87,prod_13,3,2184.39,6553.17
item_216,order_87,prod_15,5,7481.19,37405.95
item_217,order_88,prod_16,5,11234.52,56172.6
item_218,order_89,prod_7,2,14292.34,28584.68
item_219,order_89,prod_15,3,7481.19,22443.57
item_220,order_89,prod_20,1,20272.95,20272.95
item_221,order_90,prod_9,1,13671.04,13671.04
item_222,order_90,prod_7,2,14292.34,28584.68
item_223,order_90,prod_4,5,23424.49,117122.45
item_224,order_90,prod_15,1,7481.19,7481.19
item_225,order_91,prod_3,2,23259.95,46519.9
item_226,order_91,prod_18,5,7910.67,39553.35
item_227,order_92,prod_20,3,20272.95,60818.85
item_228,order_92,prod_1,2,16313.77,32627.54
item_229,order_93,prod_1,2,16313.77,32627.54
item_230,order_94,prod_1,1,16313.77,16313.77
item_231,order_94,prod_6,2,15717.4,31434.8
item_232,order_94,prod_9,4,13671.04,54684.16
item_233,order_95,prod_12,4,9049.72,36198.88
item_234,order_95,prod_17,5,13807.84,69039.2
item_235,order_95,prod_19,2,24603.41,49206.82
item_236,order_95,prod_4,5,23424.49,117122.45
item_237,order_96,prod_21,4,13458.05,53832.2
item_238,order_96,prod_1,4,16313.77,65255.08
item_239,order_96,prod_2,1,11701.0,11701.0
item_240,order_96,prod_16,4,11234.52,44938.08
item_241,order_97,prod_3,3,23259.95,69779.85
item_242,order_97,prod_5,5,727.23,3636.15
item_243,order_98,prod_15,1,7481.19,7481.19
item_244,order_98,prod_17,1,13807.84,13807.84
item_245,order_98,prod_14,5,6483.97,32419.85
item_246,order_99,prod_11,1,3744.19,3744.19
item_247,order_99,prod_15,3,7481.19,22443.57
item_248,order_99,prod_13,4,2184.39,8737.56
item_249,order_99,prod_14,3,6483.97,19451.91
item_250,order_100,prod_3,4,23259.95,93039.8
item_251,order_100,prod_21,1,13458.05,13458.05
item_252,order_100,prod_20,3,20272.95,60818.85
item_253,order_100,prod_19,2,24603.41,49206.82
item_254,order_101,prod_4,4,23424.49,93697.96
item_255,order_101,prod_14,1,6483.97,6483.97
item_256,order_101,prod_12,3,9049.72,27149.16
item_257,order_102,prod_5,2,727.23,1454.46
item_258,order_102,prod_16,1,11234.52,11234.52
item_259,order_103,prod_19,5,24603.41,123017.05
item_260,order_103,prod_8,5,2948.54,14742.7
item_261,order_103,prod_14,5,6483.97,32419.85
item_262,order_104,prod_9,3,13671.04,41013.12
item_263,order_104,prod_10,3,12893.18,38679.54
item_264,order_105,prod_3,5,23259.95,116299.75
item_265,order_105,prod_5,2,727.23,1454.46
item_266,order_105,prod_1,4,16313.77,65255.08
item_267,order_105,prod_21,4,13458.05,53832.2
item_268,order_106,prod_11,1,3744.19,3744.19
item_269,order_106,prod_19,2,24603.41,49206.82
item_270,order_106,prod_3,2,23259.95,46519.9
item_271,order_107,prod_14,3,6483.97,19451.91
item_272,order_107,prod_16,2,11234.52,22469.04
item_273,order_107,prod_15,5,7481.19,37405.95
item_274,order_107,prod_21,1,13458.05,13458.05
item_275,order_108,prod_17,4,13807.84,55231.36
item_276,order_108,prod_10,5,12893.18,64465.9
item_277,order_108,prod_2,1,11701.0,11701.0
item_278,order_108,prod_8,1,2948.54,2948.54
item_279,order_109,prod_9,3,13671.04,41013.12
item_280,order_109,prod_10,1,12893.18,12893.18
item_281,order_110,prod_13,2,2184.39,4368.78
item_282,order_110,prod_18,5,7910.67,39553.35
item_283,order_111,prod_14,1,6483.97,6483.97
item_284,order_112,prod_19,1,24603.41,24603.41
item_285,order_112,prod_13,4,2184.39,8737.56
item_286,order_112,prod_14,1,6483.97,6483.97
item_287,order_112,prod_10,3,12893.18,38679.54
item_288,order_113,prod_14,1,6483.97,6483.97
item_289,order_114,prod_13,3,2184.39,6553.17
item_290,order_115,prod_17,1,13807.84,13807.84
item_291,order_116,prod_21,1,13458.05,13458.05
item_292,order_116,prod_5,2,727.23,1454.46
item_293,order_116,prod_8,3,2948.54,8845.62
item_294,order_117,prod_6,4,15717.4,62869.6
item_295,order_118,prod_21,4,13458.05,53832.2
item_296,order_118,prod_11,1,3744.19,3744.19
item_297,order_118,prod_5,4,727.23,2908.92
item_298,order_119,prod_12,5,9049.72,45248.6
item_299,order_120,prod_2,3,11701.0,35103.0
item_300,order_121,prod_15,4,7481.19,29924.76
item_301,order_121,prod_19,5,24603.41,123017.05
item_302,order_121,prod_18,2,7910.67,15821.34
item_303,order_121,prod_2,3,11701.0,35103.0
item_304,order_122,prod_15,1,7481.19,7481.19
item_305,order_123,prod_2,4,11701.0,46804.0
item_306,order_123,prod_8,4,2948.54,11794.16
item_307,order_124,prod_10,3,12893.18,38679.54
item_308,order_124,prod_13,5,2184.39,10921.95
item_309,order_124,prod_14,1,6483.97,6483.97
item_310,order_125,prod_10,1,12893.18,12893.18
item_311,order_125,prod_9,5,13671.04,68355.2
item_312,order_125,prod_5,2,727.23,1454.46
item_313,order_125,prod_11,3,3744.19,11232.57
item_314,order_126,prod_10,5,12893.18,64465.9
item_315,order_127,prod_21,4,13458.05,53832.2
item_316,order_128,prod_6,4,15717.4,62869.6
item_317,order_128,prod_7,2,14292.34,28584.68
item_318,order_128,prod_11,2,3744.19,7488.38
item_319,order_129,prod_17,5,13807.84,69039.2
item_320,order_130,prod_5,4,727.23,2908.92
item_321,order_130,prod_6,1,15717.4,15717.4
item_322,order_130,prod_20,4,20272.95,81091.8
item_323,order_130,prod_19,3,24603.41,73810.23
item_324,order_131,prod_8,4,2948.54,11794.16
item_325,order_131,prod_18,2,7910.67,15821.34
item_326,order_131,prod_21,3,13458.05,40374.15
item_327,order_131,prod_10,5,12893.18,64465.9
item_328,order_132,prod_6,1,15717.4,15717.4
item_329,order_132,prod_7,4,14292.34,57169.36
item_330,order_132,prod_5,3,727.23,2181.69
item_331,order_132,prod_9,5,13671.04,68355.2
item_332,order_133,prod_6,3,15717.4,47152.2
item_333,order_134,prod_8,4,2948.54,11794.16
item_334,order_135,prod_17,1,13807.84,13807.84
item_335,order_135,prod_12,3,9049.72,27149.16
item_336,order_135,prod_8,2,2948.54,5897.08
item_337,order_135,prod_13,1,2184.39,2184.39
item_338,order_136,prod_2,4,11701.0,46804.0
item_339,order_136,prod_10,2,12893.18,25786.36
item_340,order_137,prod_1,3,16313.77,48941.31
item_341,order_138,prod_4,1,23424.49,23424.49
item_342,order_138,prod_10,1,12893.18,12893.18
item_343,order_138,prod_8,2,2948.54,5897.08
item_344,order_138,prod_20,4,20272.95,81091.8
item_345,order_139,prod_20,5,20272.95,101364.75
item_346,order_139,prod_18,2,7910.67,15821.34
item_347,order_139,prod_1,2,16313.77,32627.54
item_348,order_139,prod_17,3,13807.84,41423.52
item_349,order_140,prod_6,1,15717.4,15717.4
item_350,order_140,prod_3,5,23259.95,116299.75
item_351,order_140,prod_17,5,13807.84,69039.2
item_352,order_140,prod_12,5,9049.72,45248.6
item_353,order_141,prod_2,1,11701.0,11701.0
item_354,order_141,prod_13,3,2184.39,6553.17
item_355,order_141,prod_12,1,9049.72,9049.72
item_356,order_141,prod_9,3,13671.04,41013.12
item_357,order_142,prod_5,5,727.23,3636.15
item_358,order_142,prod_2,3,11701.0,35103.0
item_359,order_142,prod_12,2,9049.72,18099.44
item_360,order_143,prod_15,1,7481.19,7481.19
item_361,order_144,prod_2,3,11701.0,35103.0
item_362,order_144,prod_11,5,3744.19,18720.95
item_363,order_145,prod_21,2,13458.05,26916.1
item_364,order_146,prod_9,4,13671.04,54684.16
item_365,order_146,prod_4,4,23424.49,93697.96
item_366,order_146,prod_12,4,9049.72,36198.88
item_367,order_147,prod_12,4,9049.72,36198.88
item_368,order_147,prod_17,1,13807.84,13807.84
item_369,order_147,prod_9,4,13671.04,54684.16
item_370,order_147,prod_3,5,23259.95,116299.75
item_371,order_148,prod_3,3,23259.95,69779.85
item_372,order_149,prod_6,1,15717.4,15717.4
item_373,order_149,prod_15,3,7481.19,22443.57
item_374,order_149,prod_12,5,9049.72,45248.6
item_375,order_149,prod_20,4,20272.95,81091.8
item_376,order_150,prod_12,2,9049.72,18099.44
item_377,order_150,prod_17,5,13807.84,69039.2
item_378,order_150,prod_6,4,15717.4,62869.6
item_379,order_150,prod_1,1,16313.77,16313.77
item_380,order_151,prod_12,1,9049.72,9049.72
item_381,order_151,prod_13,5,2184.39,10921.95
item_382,order_151,prod_19,2,24603.41,49206.82
item_383,order_152,prod_19,2,24603.41,49206.82
item_384,order_153,prod_8,2,2948.54,5897.08
item_385,order_153,prod_4,4,23424.49,93697.96
item_386,order_153,prod_1,5,16313.77,81568.85
item_387,order_154,prod_15,4,7481.19,29924.76
item_388,order_154,prod_7,2,14292.34,28584.68
item_389,order_154,prod_10,1,12893.18,12893.18
item_390,order_155,prod_3,5,23259.95,116299.75
item_391,order_155,prod_11,5,3744.19,18720.95
item_392,order_155,prod_12,3,9049.72,27149.16
item_393,order_155,prod_21,3,13458.05,40374.15
item_394,order_156,prod_4,2,23424.49,46848.98
item_395,order_156,prod_7,2,14292.34,28584.68
item_396,order_157,prod_15,5,7481.19,37405.95
item_397,order_157,prod_18,1,7910.67,7910.67
item_398,order_157,prod_5,1,727.23,727.23
item_399,order_158,prod_14,3,6483.97,19451.91
item_400,order_158,prod_19,1,24603.41,24603.41
item_401,order_158,prod_3,4,23259.95,93039.8
item_402,order_158,prod_5,4,727.23,2908.92
item_403,order_159,prod_5,5,727.23,3636.15
item_404,order_159,prod_14,1,6483.97,6483.97
item_405,order_160,prod_6,2,15717.4,31434.8
item_406,order_160,prod_11,3,3744.19,11232.57
item_407,order_161,prod_21,3,13458.05,40374.15
item_408,order_161,prod_18,2,7910.67,15821.34
item_409,order_162,prod_19,2,24603.41,49206.82
item_410,order_162,prod_21,2,13458.05,26916.1
item_411,order_163,prod_1,1,16313.77,16313.77
item_412,order_164,prod_19,5,24603.41,123017.05
item_413,order_164,prod_14,1,6483.97,6483.97
item_414,order_165,prod_16,3,11234.52,33703.56
item_415,order_165,prod_8,4,2948.54,11794.16
item_416,order_165,prod_13,1,2184.39,2184.39
item_417,order_166,prod_15,3,7481.19,22443.57
item_418,order_166,prod_7,3,14292.34,42877.02
item_419,order_166,prod_11,3,3744.19,11232.57
item_420,order_166,prod_5,4,727.23,2908.92
item_421,order_167,prod_11,2,3744.19,7488.38
item_422,order_168,prod_5,1,727.23,727.23
item_423,order_168,prod_4,3,23424.49,70273.47
item_424,order_169,prod_11,3,3744.19,11232.57
item_425,order_169,prod_19,2,24603.41,49206.82
item_426,order_170,prod_10,4,12893.18,51572.72
item_427,order_170,prod_16,5,11234.52,56172.6
item_428,order_170,prod_1,4,16313.77,65255.08
item_429,order_170,prod_3,2,23259.95,46519.9
item_430,order_171,prod_10,4,12893.18,51572.72
item_431,order_172,prod_4,4,23424.49,93697.96
item_432,order_173,prod_12,5,9049.72,45248.6
item_433,order_173,prod_2,5,11701.0,58505.0
item_434,order_173,prod_13,2,2184.39,4368.78
item_435,order_173,prod_20,3,20272.95,60818.85
item_436,order_174,prod_18,1,7910.67,7910.67
item_437,order_174,prod_9,4,13671.04,54684.16
item_438,order_174,prod_4,3,23424.49,70273.47
item_439,order_174,prod_5,3,727.23,2181.69
item_440,order_175,prod_17,2,13807.84,27615.68
item_441,order_175,prod_2,3,11701.0,35103.0
item_442,order_175,prod_20,4,20272.95,81091.8
item_443,order_175,prod_19,5,24603.41,123017.05
item_444,order_176,prod_20,4,20272.95,81091.8
item_445,order_176,prod_11,5,3744.19,18720.95
item_446,order_176,prod_6,3,15717.4,47152.2
item_447,order_177,prod_19,3,24603.41,73810.23
item_448,order_177,prod_10,3,12893.18,38679.54
item_449,order_177,prod_16,1,11234.52,11234.52
item_450,order_177,prod_1,4,16313.77,65255.08
item_451,order_178,prod_9,1,13671.04,13671.04
item_452,order_178,prod_19,5,24603.41,123017.05
item_453,order_178,prod_20,4,20272.95,81091.8
item_454,order_178,prod_8,2,2948.54,5897.08
item_455,order_179,prod_2,1,11701.0,11701.0
item_456,order_179,prod_19,2,24603.41,49206.82
item_457,order_180,prod_14,4,6483.97,25935.88
item_458,order_180,prod_7,5,14292.34,71461.7
item_459,order_181,prod_18,4,7910.67,31642.68
item_460,order_181,prod_11,5,3744.19,18720.95
item_461,order_182,prod_18,5,7910.67,39553.35
item_462,order_182,prod_12,4,9049.72,36198.88
item_463,order_182,prod_9,2,13671.04,27342.08
item_464,order_183,prod_10,2,12893.18,25786.36
item_465,order_183,prod_21,4,13458.05,53832.2
item_466,order_184,prod_10,5,12893.18,64465.9
item_467,order_184,prod_4,4,23424.49,93697.96
item_468,order_184,prod_19,4,24603.41,98413.64
item_469,order_185,prod_3,3,23259.95,69779.85
item_470,order_185,prod_12,4,9049.72,36198.88
item_471,order_185,prod_15,2,7481.19,14962.38
item_472,order_186,prod_5,2,727.23,1454.46
item_473,order_186,prod_4,2,23424.49,46848.98
item_474,order_186,prod_19,1,24603.41,24603.41
item_475,order_187,prod_14,3,6483.97,19451.91
item_476,order_188,prod_14,4,6483.97,25935.88
item_477,order_188,prod_16,2,11234.52,22469.04
item_478,order_189,prod_3,5,23259.95,116299.75
item_479,order_190,prod_6,2,15717.4,31434.8
item_480,order_190,prod_2,3,11701.0,35103.0
item_481,order_190,prod_13,1,2184.39,2184.39
item_482,order_190,prod_16,1,11234.52,11234.52
item_483,order_191,prod_10,5,12893.18,64465.9
item_484,order_191,prod_15,4,7481.19,29924.76
item_485,order_191,prod_18,2,7910.67,15821.34
item_486,order_192,prod_11,2,3744.19,7488.38
item_487,order_193,prod_11,3,3744.19,11232.57
item_488,order_194,prod_14,4,6483.97,25935.88
item_489,order_194,prod_17,1,13807.84,13807.84
item_490,order_194,prod_11,2,3744.19,7488.38
item_491,order_194,prod_3,2,23259.95,46519.9
item_492,order_195,prod_13,3,2184.39,6553.17
item_493,order_195,prod_8,3,2948.54,8845.62
item_494,order_195,prod_15,3,7481.19,22443.57
item_495,order_196,prod_8,4,2948.54,11794.16
item_496,order_196,prod_2,3,11701.0,35103.0
item_497,order_196,prod_4,2,23424.49,46848.98
item_498,order_197,prod_21,3,13458.05,40374.15
item_499,order_198,prod_16,4,11234.52,44938.08
item_500,order_198,prod_5,5,727.23,3636.15
item_501,order_199,prod_18,5,7910.67,39553.35
item_502,order_199,prod_7,4,14292.34,57169.36
item_503,order_199,prod_8,5,2948.54,14742.7
item_504,order_199,prod_3,3,23259.95,69779.85
item_505,order_200,prod_19,2,24603.41,49206.82
item_506,order_200,prod_18,2,7910.67,15821.34
item_507,order_201,prod_19,1,24603.41,24603.41
item_508,order_201,prod_16,5,11234.52,56172.6
item_509,order_202,prod_15,4,7481.19,29924.76
item_510,order_202,prod_19,3,24603.41,73810.23
item_511,order_202,prod_2,1,11701.0,11701.0
item_512,order_202,prod_18,4,7910.67,31642.68
item_513,order_203,prod_2,4,11701.0,46804.0
item_514,order_204,prod_16,1,11234.52,11234.52
item_515,order_205,prod_12,4,9049.72,36198.88
item_516,order_205,prod_13,1,2184.39,2184.39
item_517,order_205,prod_15,5,7481.19,37405.95
item_518,order_205,prod_20,2,20272.95,40545.9
item_519,order_206,prod_17,1,13807.84,13807.84
item_520,order_206,prod_5,3,727.23,2181.69
item_521,order_206,prod_8,4,2948.54,11794.16
item_522,order_206,prod_1,5,16313.77,81568.85
item_523,order_207,prod_15,2,7481.19,14962.38
item_524,order_207,prod_12,3,9049.72,27149.16
item_525,order_208,prod_20,1,20272.95,20272.95
item_526,order_208,prod_1,1,16313.77,16313.77
item_527,order_208,prod_8,5,2948.54,14742.7
item_528,order_208,prod_7,1,14292.34,14292.34
item_529,order_209,prod_13,4,2184.39,8737.56
item_530,order_210,prod_17,2,13807.84,27615.68
item_531,order_210,prod_10,5,12893.18,64465.9
item_532,order_211,prod_5,4,727.23,2908.92
item_533,order_211,prod_17,3,13807.84,41423.52
item_534,order_211,prod_8,3,2948.54,8845.62
item_535,order_212,prod_21,5,13458.05,67290.25
item_536,order_212,prod_14,4,6483.97,25935.88
item_537,order_213,prod_14,3,6483.97,19451.91
item_538,order_213,prod_21,4,13458.05,53832.2
item_539,order_213,prod_5,2,727.23,1454.46
item_540,order_214,prod_5,5,727.23,3636.15
item_541,order_214,prod_15,4,7481.19,29924.76
item_542,order_214,prod_2,4,11701.0,46804.0
item_543,order_215,prod_9,3,13671.04,41013.12
item_544,order_215,prod_7,1,14292.34,14292.34
item_545,order_216,prod_2,4,11701.0,46804.0
item_546,order_216,prod_9,5,13671.04,68355.2
item_547,order_217,prod_16,3,11234.52,33703.56
item_548,order_217,prod_7,3,14292.34,42877.02
item_549,order_218,prod_16,2,11234.52,22469.04
item_550,order_219,prod_10,5,12893.18,64465.9
item_551,order_219,prod_13,3,2184.39,6553.17
item_552,order_219,prod_15,3,7481.19,22443.57
item_553,order_220,prod_4,3,23424.49,70273.47
item_554,order_220,prod_16,3,11234.52,33703.56
item_555,order_220,prod_11,4,3744.19,14976.76
item_556,order_220,prod_7,1,14292.34,14292.34
item_557,order_221,prod_18,4,7910.67,31642.68
item_558,order_221,prod_19,3,24603.41,73810.23
item_559,order_221,prod_20,2,20272.95,40545.9
